timeStep    sender         receiver         type                     sendingPlnID        recPlnID            
11.41      CACC3           -                 state_sendMergeReq             -                  -                   
11.41      CACC3           CACC2             MERGE_REQ                      CACC3              CACC2               
11.41      CACC3           -                 state_waitForMergeReply        -                  -                   

11.41      CACC2           CACC3             MERGE_REJECT                   CACC2              CACC3               

11.41      CACC3           -                 state_platoonLeader            -                  -                   

11.51      CACC3           -                 state_sendMergeReq             -                  -                   
11.51      CACC3           CACC2             MERGE_REQ                      CACC3              CACC2               
11.51      CACC3           -                 state_waitForMergeReply        -                  -                   

11.51      CACC2           CACC3             MERGE_REJECT                   CACC2              CACC3               

11.51      CACC3           -                 state_platoonLeader            -                  -                   

11.61      CACC3           -                 state_sendMergeReq             -                  -                   
11.61      CACC3           CACC2             MERGE_REQ                      CACC3              CACC2               
11.61      CACC3           -                 state_waitForMergeReply        -                  -                   

11.61      CACC2           CACC3             MERGE_REJECT                   CACC2              CACC3               

11.61      CACC3           -                 state_platoonLeader            -                  -                   

11.71      CACC3           -                 state_sendMergeReq             -                  -                   
11.71      CACC3           CACC2             MERGE_REQ                      CACC3              CACC2               
11.71      CACC3           -                 state_waitForMergeReply        -                  -                   

11.71      CACC2           CACC3             MERGE_REJECT                   CACC2              CACC3               

11.71      CACC3           -                 state_platoonLeader            -                  -                   

11.81      CACC3           -                 state_sendMergeReq             -                  -                   
11.81      CACC3           CACC2             MERGE_REQ                      CACC3              CACC2               
11.81      CACC3           -                 state_waitForMergeReply        -                  -                   

11.81      CACC2           CACC3             MERGE_REJECT                   CACC2              CACC3               

11.81      CACC3           -                 state_platoonLeader            -                  -                   

11.91      CACC3           -                 state_sendMergeReq             -                  -                   
11.91      CACC3           CACC2             MERGE_REQ                      CACC3              CACC2               
11.91      CACC3           -                 state_waitForMergeReply        -                  -                   

11.91      CACC2           CACC3             MERGE_REJECT                   CACC2              CACC3               

11.91      CACC3           -                 state_platoonLeader            -                  -                   

11.94      CACC2           -                 state_sendMergeDone            -                  -                   
11.94      CACC2           CACC1             MERGE_DONE                     CACC1              CACC1               
11.94      CACC2           -                 state_platoonFollower          -                  -                   

11.94      CACC1           -                 state_mergeDone                -                  -                   
11.94      CACC1           -                 state_platoonLeader            -                  -                   

12.01      CACC3           -                 state_sendMergeReq             -                  -                   
12.01      CACC3           CACC1             MERGE_REQ                      CACC3              CACC1               
12.01      CACC3           -                 state_waitForMergeReply        -                  -                   

12.01      CACC1           -                 state_sendMergeAccept          -                  -                   
12.01      CACC1           CACC3             MERGE_ACCEPT                   CACC1              CACC3               
12.01      CACC1           -                 state_waitForMergeDone         -                  -                   

12.01      CACC3           -                 state_mergeAccepted            -                  -                   
12.01      CACC3           -                 state_waitForCatchup           -                  -                   

13.10      CACC4           -                 state_waitForLaneChange        -                  -                   

13.20      CACC4           -                 state_platoonLeader            -                  -                   

13.23      CACC4           -                 state_sendMergeReq             -                  -                   
13.23      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
13.23      CACC4           -                 state_waitForMergeReply        -                  -                   

13.23      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

13.23      CACC4           -                 state_platoonLeader            -                  -                   

13.33      CACC4           -                 state_sendMergeReq             -                  -                   
13.33      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
13.33      CACC4           -                 state_waitForMergeReply        -                  -                   

13.33      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

13.33      CACC4           -                 state_platoonLeader            -                  -                   

13.43      CACC4           -                 state_sendMergeReq             -                  -                   
13.43      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
13.43      CACC4           -                 state_waitForMergeReply        -                  -                   

13.43      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

13.43      CACC4           -                 state_platoonLeader            -                  -                   

13.53      CACC4           -                 state_sendMergeReq             -                  -                   
13.53      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
13.53      CACC4           -                 state_waitForMergeReply        -                  -                   

13.53      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

13.53      CACC4           -                 state_platoonLeader            -                  -                   

13.63      CACC4           -                 state_sendMergeReq             -                  -                   
13.63      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
13.63      CACC4           -                 state_waitForMergeReply        -                  -                   

13.63      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

13.63      CACC4           -                 state_platoonLeader            -                  -                   

13.73      CACC4           -                 state_sendMergeReq             -                  -                   
13.73      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
13.73      CACC4           -                 state_waitForMergeReply        -                  -                   

13.73      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

13.73      CACC4           -                 state_platoonLeader            -                  -                   

13.83      CACC4           -                 state_sendMergeReq             -                  -                   
13.83      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
13.83      CACC4           -                 state_waitForMergeReply        -                  -                   

13.83      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

13.83      CACC4           -                 state_platoonLeader            -                  -                   

13.93      CACC4           -                 state_sendMergeReq             -                  -                   
13.93      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
13.93      CACC4           -                 state_waitForMergeReply        -                  -                   

13.93      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

13.93      CACC4           -                 state_platoonLeader            -                  -                   

14.03      CACC4           -                 state_sendMergeReq             -                  -                   
14.03      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
14.03      CACC4           -                 state_waitForMergeReply        -                  -                   

14.03      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

14.03      CACC4           -                 state_platoonLeader            -                  -                   

14.13      CACC4           -                 state_sendMergeReq             -                  -                   
14.13      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
14.13      CACC4           -                 state_waitForMergeReply        -                  -                   

14.13      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

14.13      CACC4           -                 state_platoonLeader            -                  -                   

14.23      CACC4           -                 state_sendMergeReq             -                  -                   
14.23      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
14.23      CACC4           -                 state_waitForMergeReply        -                  -                   

14.23      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

14.23      CACC4           -                 state_platoonLeader            -                  -                   

14.33      CACC4           -                 state_sendMergeReq             -                  -                   
14.33      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
14.33      CACC4           -                 state_waitForMergeReply        -                  -                   

14.33      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

14.33      CACC4           -                 state_platoonLeader            -                  -                   

14.43      CACC4           -                 state_sendMergeReq             -                  -                   
14.43      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
14.43      CACC4           -                 state_waitForMergeReply        -                  -                   

14.43      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

14.43      CACC4           -                 state_platoonLeader            -                  -                   

14.53      CACC4           -                 state_sendMergeReq             -                  -                   
14.53      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
14.53      CACC4           -                 state_waitForMergeReply        -                  -                   

14.53      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

14.53      CACC4           -                 state_platoonLeader            -                  -                   

14.63      CACC4           -                 state_sendMergeReq             -                  -                   
14.63      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
14.63      CACC4           -                 state_waitForMergeReply        -                  -                   

14.63      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

14.63      CACC4           -                 state_platoonLeader            -                  -                   

14.73      CACC4           -                 state_sendMergeReq             -                  -                   
14.73      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
14.73      CACC4           -                 state_waitForMergeReply        -                  -                   

14.73      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

14.73      CACC4           -                 state_platoonLeader            -                  -                   

14.83      CACC4           -                 state_sendMergeReq             -                  -                   
14.83      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
14.83      CACC4           -                 state_waitForMergeReply        -                  -                   

14.83      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

14.83      CACC4           -                 state_platoonLeader            -                  -                   

14.93      CACC4           -                 state_sendMergeReq             -                  -                   
14.93      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
14.93      CACC4           -                 state_waitForMergeReply        -                  -                   

14.93      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

14.93      CACC4           -                 state_platoonLeader            -                  -                   

15.03      CACC4           -                 state_sendMergeReq             -                  -                   
15.03      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
15.03      CACC4           -                 state_waitForMergeReply        -                  -                   

15.03      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

15.03      CACC4           -                 state_platoonLeader            -                  -                   

15.13      CACC4           -                 state_sendMergeReq             -                  -                   
15.13      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
15.13      CACC4           -                 state_waitForMergeReply        -                  -                   

15.13      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

15.13      CACC4           -                 state_platoonLeader            -                  -                   

15.23      CACC4           -                 state_sendMergeReq             -                  -                   
15.23      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
15.23      CACC4           -                 state_waitForMergeReply        -                  -                   

15.23      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

15.23      CACC4           -                 state_platoonLeader            -                  -                   

15.33      CACC4           -                 state_sendMergeReq             -                  -                   
15.33      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
15.33      CACC4           -                 state_waitForMergeReply        -                  -                   

15.33      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

15.33      CACC4           -                 state_platoonLeader            -                  -                   

15.43      CACC4           -                 state_sendMergeReq             -                  -                   
15.43      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
15.43      CACC4           -                 state_waitForMergeReply        -                  -                   

15.43      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

15.43      CACC4           -                 state_platoonLeader            -                  -                   

15.53      CACC4           -                 state_sendMergeReq             -                  -                   
15.53      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
15.53      CACC4           -                 state_waitForMergeReply        -                  -                   

15.53      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

15.53      CACC4           -                 state_platoonLeader            -                  -                   

15.60      CACC5           -                 state_waitForLaneChange        -                  -                   

15.63      CACC4           -                 state_sendMergeReq             -                  -                   
15.63      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
15.63      CACC4           -                 state_waitForMergeReply        -                  -                   

15.63      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

15.63      CACC4           -                 state_platoonLeader            -                  -                   

15.70      CACC5           -                 state_platoonLeader            -                  -                   

15.72      CACC5           -                 state_sendMergeReq             -                  -                   
15.72      CACC5           CACC4             MERGE_REQ                      CACC5              CACC4               
15.72      CACC5           -                 state_waitForMergeReply        -                  -                   

15.72      CACC4           -                 state_sendMergeAccept          -                  -                   
15.72      CACC4           CACC5             MERGE_ACCEPT                   CACC4              CACC5               
15.72      CACC4           -                 state_waitForMergeDone         -                  -                   

15.72      CACC5           -                 state_mergeAccepted            -                  -                   
15.72      CACC5           -                 state_waitForCatchup           -                  -                   

17.01      CACC1           -                 state_sendMergeAccept          -                  -                   
17.01      CACC1           CACC3             MERGE_ACCEPT                   CACC1              CACC3               
17.01      CACC1           -                 state_waitForMergeDone         -                  -                   

17.82      CACC5           -                 state_sendMergeDone            -                  -                   
17.82      CACC5           CACC4             MERGE_DONE                     CACC4              CACC4               
17.82      CACC5           -                 state_platoonFollower          -                  -                   

17.82      CACC4           -                 state_mergeDone                -                  -                   
17.82      CACC4           -                 state_platoonLeader            -                  -                   

17.83      CACC4           -                 state_sendMergeReq             -                  -                   
17.83      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
17.83      CACC4           -                 state_waitForMergeReply        -                  -                   

17.83      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

17.83      CACC4           -                 state_platoonLeader            -                  -                   

17.93      CACC4           -                 state_sendMergeReq             -                  -                   
17.93      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
17.93      CACC4           -                 state_waitForMergeReply        -                  -                   

17.93      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

17.93      CACC4           -                 state_platoonLeader            -                  -                   

18.03      CACC4           -                 state_sendMergeReq             -                  -                   
18.03      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
18.03      CACC4           -                 state_waitForMergeReply        -                  -                   

18.03      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

18.03      CACC4           -                 state_platoonLeader            -                  -                   

18.10      CACC6           -                 state_waitForLaneChange        -                  -                   

18.13      CACC4           -                 state_sendMergeReq             -                  -                   
18.13      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
18.13      CACC4           -                 state_waitForMergeReply        -                  -                   

18.13      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

18.13      CACC4           -                 state_platoonLeader            -                  -                   

18.20      CACC6           -                 state_platoonLeader            -                  -                   

18.23      CACC4           -                 state_sendMergeReq             -                  -                   
18.23      CACC4           CACC3             MERGE_REQ                      CACC4              CACC3               
18.23      CACC4           -                 state_waitForMergeReply        -                  -                   

18.23      CACC3           CACC4             MERGE_REJECT                   CACC3              CACC4               

18.23      CACC4           -                 state_platoonLeader            -                  -                   

18.24      CACC6           -                 state_sendMergeReq             -                  -                   
18.24      CACC6           CACC4             MERGE_REQ                      CACC6              CACC4               
18.24      CACC6           -                 state_waitForMergeReply        -                  -                   

18.25      CACC4           -                 state_sendMergeAccept          -                  -                   
18.25      CACC4           CACC6             MERGE_ACCEPT                   CACC4              CACC6               
18.25      CACC4           -                 state_waitForMergeDone         -                  -                   

18.25      CACC6           -                 state_mergeAccepted            -                  -                   
18.25      CACC6           -                 state_waitForCatchup           -                  -                   

18.31      CACC3           -                 state_sendMergeDone            -                  -                   
18.31      CACC3           CACC1             MERGE_DONE                     CACC1              CACC1               
18.31      CACC3           -                 state_platoonFollower          -                  -                   

18.31      CACC1           -                 state_mergeDone                -                  -                   
18.31      CACC1           -                 state_platoonLeader            -                  -                   

20.60      CACC7           -                 state_waitForLaneChange        -                  -                   

20.70      CACC7           -                 state_platoonLeader            -                  -                   

20.73      CACC7           -                 state_sendMergeReq             -                  -                   
20.73      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
20.73      CACC7           -                 state_waitForMergeReply        -                  -                   

20.73      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

20.73      CACC7           -                 state_platoonLeader            -                  -                   

20.83      CACC7           -                 state_sendMergeReq             -                  -                   
20.83      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
20.83      CACC7           -                 state_waitForMergeReply        -                  -                   

20.83      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

20.83      CACC7           -                 state_platoonLeader            -                  -                   

20.93      CACC7           -                 state_sendMergeReq             -                  -                   
20.93      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
20.93      CACC7           -                 state_waitForMergeReply        -                  -                   

20.93      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

20.93      CACC7           -                 state_platoonLeader            -                  -                   

21.03      CACC7           -                 state_sendMergeReq             -                  -                   
21.03      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
21.03      CACC7           -                 state_waitForMergeReply        -                  -                   

21.03      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

21.03      CACC7           -                 state_platoonLeader            -                  -                   

21.13      CACC7           -                 state_sendMergeReq             -                  -                   
21.13      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
21.13      CACC7           -                 state_waitForMergeReply        -                  -                   

21.13      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

21.13      CACC7           -                 state_platoonLeader            -                  -                   

21.23      CACC7           -                 state_sendMergeReq             -                  -                   
21.23      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
21.23      CACC7           -                 state_waitForMergeReply        -                  -                   

21.23      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

21.23      CACC7           -                 state_platoonLeader            -                  -                   

21.33      CACC7           -                 state_sendMergeReq             -                  -                   
21.33      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
21.33      CACC7           -                 state_waitForMergeReply        -                  -                   

21.33      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

21.33      CACC7           -                 state_platoonLeader            -                  -                   

21.43      CACC7           -                 state_sendMergeReq             -                  -                   
21.43      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
21.43      CACC7           -                 state_waitForMergeReply        -                  -                   

21.43      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

21.43      CACC7           -                 state_platoonLeader            -                  -                   

21.53      CACC7           -                 state_sendMergeReq             -                  -                   
21.53      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
21.53      CACC7           -                 state_waitForMergeReply        -                  -                   

21.53      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

21.53      CACC7           -                 state_platoonLeader            -                  -                   

21.63      CACC7           -                 state_sendMergeReq             -                  -                   
21.63      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
21.63      CACC7           -                 state_waitForMergeReply        -                  -                   

21.63      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

21.63      CACC7           -                 state_platoonLeader            -                  -                   

21.73      CACC7           -                 state_sendMergeReq             -                  -                   
21.73      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
21.73      CACC7           -                 state_waitForMergeReply        -                  -                   

21.73      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

21.73      CACC7           -                 state_platoonLeader            -                  -                   

21.83      CACC7           -                 state_sendMergeReq             -                  -                   
21.83      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
21.83      CACC7           -                 state_waitForMergeReply        -                  -                   

21.83      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

21.83      CACC7           -                 state_platoonLeader            -                  -                   

21.93      CACC7           -                 state_sendMergeReq             -                  -                   
21.93      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
21.93      CACC7           -                 state_waitForMergeReply        -                  -                   

21.93      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

21.93      CACC7           -                 state_platoonLeader            -                  -                   

22.03      CACC7           -                 state_sendMergeReq             -                  -                   
22.03      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
22.03      CACC7           -                 state_waitForMergeReply        -                  -                   

22.03      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

22.03      CACC7           -                 state_platoonLeader            -                  -                   

22.13      CACC7           -                 state_sendMergeReq             -                  -                   
22.13      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
22.13      CACC7           -                 state_waitForMergeReply        -                  -                   

22.13      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

22.13      CACC7           -                 state_platoonLeader            -                  -                   

22.23      CACC7           -                 state_sendMergeReq             -                  -                   
22.23      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
22.23      CACC7           -                 state_waitForMergeReply        -                  -                   

22.23      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

22.23      CACC7           -                 state_platoonLeader            -                  -                   

22.33      CACC7           -                 state_sendMergeReq             -                  -                   
22.33      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
22.33      CACC7           -                 state_waitForMergeReply        -                  -                   

22.33      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

22.33      CACC7           -                 state_platoonLeader            -                  -                   

22.43      CACC7           -                 state_sendMergeReq             -                  -                   
22.43      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
22.43      CACC7           -                 state_waitForMergeReply        -                  -                   

22.43      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

22.43      CACC7           -                 state_platoonLeader            -                  -                   

22.53      CACC7           -                 state_sendMergeReq             -                  -                   
22.53      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
22.53      CACC7           -                 state_waitForMergeReply        -                  -                   

22.53      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

22.53      CACC7           -                 state_platoonLeader            -                  -                   

22.55      CACC6           -                 state_sendMergeDone            -                  -                   
22.55      CACC6           CACC4             MERGE_DONE                     CACC4              CACC4               
22.55      CACC6           -                 state_platoonFollower          -                  -                   

22.55      CACC4           -                 state_mergeDone                -                  -                   
22.55      CACC4           -                 state_platoonLeader            -                  -                   

22.63      CACC7           -                 state_sendMergeReq             -                  -                   
22.63      CACC7           CACC4             MERGE_REQ                      CACC7              CACC4               
22.63      CACC7           -                 state_waitForMergeReply        -                  -                   

22.63      CACC4           -                 state_sendMergeAccept          -                  -                   
22.63      CACC4           CACC7             MERGE_ACCEPT                   CACC4              CACC7               
22.63      CACC4           -                 state_waitForMergeDone         -                  -                   

22.63      CACC7           -                 state_mergeAccepted            -                  -                   
22.63      CACC7           -                 state_waitForCatchup           -                  -                   

23.10      CACC8           -                 state_waitForLaneChange        -                  -                   

23.20      CACC8           -                 state_platoonLeader            -                  -                   

23.25      CACC8           -                 state_sendMergeReq             -                  -                   
23.25      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
23.25      CACC8           -                 state_waitForMergeReply        -                  -                   

23.25      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

23.26      CACC8           -                 state_platoonLeader            -                  -                   

23.35      CACC8           -                 state_sendMergeReq             -                  -                   
23.35      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
23.35      CACC8           -                 state_waitForMergeReply        -                  -                   

23.35      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

23.36      CACC8           -                 state_platoonLeader            -                  -                   

23.45      CACC8           -                 state_sendMergeReq             -                  -                   
23.45      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
23.45      CACC8           -                 state_waitForMergeReply        -                  -                   

23.45      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

23.46      CACC8           -                 state_platoonLeader            -                  -                   

23.55      CACC8           -                 state_sendMergeReq             -                  -                   
23.55      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
23.55      CACC8           -                 state_waitForMergeReply        -                  -                   

23.55      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

23.56      CACC8           -                 state_platoonLeader            -                  -                   

23.65      CACC8           -                 state_sendMergeReq             -                  -                   
23.65      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
23.65      CACC8           -                 state_waitForMergeReply        -                  -                   

23.65      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

23.66      CACC8           -                 state_platoonLeader            -                  -                   

23.75      CACC8           -                 state_sendMergeReq             -                  -                   
23.75      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
23.75      CACC8           -                 state_waitForMergeReply        -                  -                   

23.75      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

23.76      CACC8           -                 state_platoonLeader            -                  -                   

23.85      CACC8           -                 state_sendMergeReq             -                  -                   
23.85      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
23.85      CACC8           -                 state_waitForMergeReply        -                  -                   

23.85      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

23.86      CACC8           -                 state_platoonLeader            -                  -                   

23.95      CACC8           -                 state_sendMergeReq             -                  -                   
23.95      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
23.95      CACC8           -                 state_waitForMergeReply        -                  -                   

23.95      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

23.96      CACC8           -                 state_platoonLeader            -                  -                   

24.05      CACC8           -                 state_sendMergeReq             -                  -                   
24.05      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
24.05      CACC8           -                 state_waitForMergeReply        -                  -                   

24.05      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

24.06      CACC8           -                 state_platoonLeader            -                  -                   

24.15      CACC8           -                 state_sendMergeReq             -                  -                   
24.15      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
