index     timeStep    vehicleName    vehicleType      lane        pos        speed       accel       CFMode              gap       timeGap   
26         4.20       CACC2           TypeCACC        1to2_0       0.12       0.60       2.00       SpeedControl        4.63       7.72       

27         4.30       CACC1           TypeCACC        1to2_0       10.53      7.80       3.00       Undefined           -1.00      -1.00      
27         4.30       CACC2           TypeCACC        1to2_0       0.20       0.80       2.00       SpeedControl        5.33       6.66       

28         4.40       CACC1           TypeCACC        1to2_0       11.34      8.10       3.00       Undefined           -1.00      -1.00      
28         4.40       CACC2           TypeCACC        1to2_0       0.30       1.00       2.00       SpeedControl        6.04       6.04       

29         4.50       CACC1           TypeCACC        1to2_0       12.18      8.40       3.00       Undefined           -1.00      -1.00      
29         4.50       CACC2           TypeCACC        1to2_0       0.42       1.20       2.00       SpeedControl        6.76       5.63       

30         4.60       CACC1           TypeCACC        1to2_0       13.05      8.70       3.00       Undefined           -1.00      -1.00      
30         4.60       CACC2           TypeCACC        1to2_0       0.56       1.40       2.00       SpeedControl        7.49       5.35       

31         4.70       CACC1           TypeCACC        1to2_0       13.95      9.00       3.00       Undefined           -1.00      -1.00      
31         4.70       CACC2           TypeCACC        1to2_0       0.72       1.60       2.00       SpeedControl        8.23       5.14       

32         4.80       CACC1           TypeCACC        1to2_0       14.88      9.30       3.00       Undefined           -1.00      -1.00      
32         4.80       CACC2           TypeCACC        1to2_0       0.90       1.80       2.00       SpeedControl        8.98       4.99       

33         4.90       CACC1           TypeCACC        1to2_0       15.84      9.60       3.00       Undefined           -1.00      -1.00      
33         4.90       CACC2           TypeCACC        1to2_0       1.10       2.00       2.00       SpeedControl        9.74       4.87       

34         5.00       CACC1           TypeCACC        1to2_0       16.83      9.90       3.00       Undefined           -1.00      -1.00      
34         5.00       CACC2           TypeCACC        1to2_0       1.32       2.20       2.00       SpeedControl        10.51      4.78       

35         5.10       CACC1           TypeCACC        1to2_0       17.85      10.20      3.00       Undefined           -1.00      -1.00      
35         5.10       CACC2           TypeCACC        1to2_0       1.56       2.40       2.00       SpeedControl        11.29      4.70       

36         5.20       CACC1           TypeCACC        1to2_0       18.90      10.50      3.00       Undefined           -1.00      -1.00      
36         5.20       CACC2           TypeCACC        1to2_0       1.82       2.60       2.00       SpeedControl        12.08      4.65       

37         5.30       CACC1           TypeCACC        1to2_0       19.98      10.80      3.00       Undefined           -1.00      -1.00      
37         5.30       CACC2           TypeCACC        1to2_0       2.10       2.80       2.00       SpeedControl        12.88      4.60       

38         5.40       CACC1           TypeCACC        1to2_0       21.09      11.10      3.00       Undefined           -1.00      -1.00      
38         5.40       CACC2           TypeCACC        1to2_0       2.40       3.00       2.00       SpeedControl        13.69      4.56       

39         5.50       CACC1           TypeCACC        1to2_0       22.23      11.40      3.00       Undefined           -1.00      -1.00      
39         5.50       CACC2           TypeCACC        1to2_0       2.72       3.20       2.00       SpeedControl        14.51      4.53       

40         5.60       CACC1           TypeCACC        1to2_0       23.40      11.70      3.00       Undefined           -1.00      -1.00      
40         5.60       CACC2           TypeCACC        1to2_0       3.06       3.40       2.00       SpeedControl        15.34      4.51       

41         5.70       CACC2           TypeCACC        1to2_0       3.42       3.60       2.00       SpeedControl        -1.00      -1.00      
41         5.70       CACC1           TypeCACC@CACC1  1to2_1       24.52      11.20      -5.00      Undefined           -1.00      -1.00      

42         5.80       CACC2           TypeCACC        1to2_0       3.81       3.90       3.00       SpeedControl        -1.00      -1.00      
42         5.80       CACC1           TypeCACC@CACC1  1to2_1       25.59      10.70      -5.00      Undefined           -1.00      -1.00      

43         5.90       CACC2           TypeCACC        1to2_0       4.23       4.20       3.00       SpeedControl        -1.00      -1.00      
43         5.90       CACC1           TypeCACC@CACC1  1to2_1       26.61      10.20      -5.00      Undefined           -1.00      -1.00      

44         6.00       CACC2           TypeCACC        1to2_0       4.68       4.50       3.00       SpeedControl        -1.00      -1.00      
44         6.00       CACC1           TypeCACC@CACC1  1to2_1       27.58      9.70       -5.00      Undefined           -1.00      -1.00      

45         6.10       CACC2           TypeCACC        1to2_0       5.16       4.80       3.00       SpeedControl        -1.00      -1.00      
45         6.10       CACC1           TypeCACC@CACC1  1to2_1       28.50      9.20       -5.00      Undefined           -1.00      -1.00      

46         6.20       CACC2           TypeCACC        1to2_0       5.67       5.10       3.00       SpeedControl        -1.00      -1.00      
46         6.20       CACC1           TypeCACC@CACC1  1to2_1       29.37      8.70       -5.00      Undefined           -1.00      -1.00      

47         6.30       CACC2           TypeCACC        1to2_0       6.21       5.40       3.00       SpeedControl        -1.00      -1.00      
47         6.30       CACC1           TypeCACC@CACC1  1to2_1       30.19      8.20       -5.00      Undefined           -1.00      -1.00      

48         6.40       CACC2           TypeCACC        1to2_0       6.78       5.70       3.00       SpeedControl        -1.00      -1.00      
48         6.40       CACC1           TypeCACC@CACC1  1to2_1       30.96      7.70       -5.00      Undefined           -1.00      -1.00      

49         6.50       CACC2           TypeCACC        1to2_0       7.38       6.00       3.00       SpeedControl        -1.00      -1.00      
49         6.50       CACC3           TypeCACC        1to2_0       0.00       0.00       0.00       GapControl          2.38       -1.00      
49         6.50       CACC1           TypeCACC@CACC1  1to2_1       31.68      7.20       -5.00      Undefined           -1.00      -1.00      

50         6.60       CACC2           TypeCACC        1to2_0       8.01       6.30       3.00       SpeedControl        -1.00      -1.00      
50         6.60       CACC3           TypeCACC        1to2_0       0.02       0.20       2.00       GapControl          2.99       14.95      
50         6.60       CACC1           TypeCACC@CACC1  1to2_1       32.35      6.70       -5.00      Undefined           -1.00      -1.00      

51         6.70       CACC2           TypeCACC        1to2_0       8.67       6.60       3.00       SpeedControl        -1.00      -1.00      
51         6.70       CACC3           TypeCACC        1to2_0       0.06       0.40       2.00       GapControl          3.61       9.02       
51         6.70       CACC1           TypeCACC@CACC1  1to2_1       32.97      6.20       -5.00      Undefined           -1.00      -1.00      

52         6.80       CACC2           TypeCACC        1to2_0       9.36       6.90       3.00       SpeedControl        -1.00      -1.00      
52         6.80       CACC3           TypeCACC        1to2_0       0.12       0.60       2.00       SpeedControl        4.24       7.07       
52         6.80       CACC1           TypeCACC@CACC1  1to2_1       33.54      5.70       -5.00      Undefined           -1.00      -1.00      

53         6.90       CACC2           TypeCACC        1to2_0       10.08      7.20       3.00       SpeedControl        -1.00      -1.00      
53         6.90       CACC3           TypeCACC        1to2_0       0.20       0.80       2.00       SpeedControl        4.88       6.10       
53         6.90       CACC1           TypeCACC@CACC1  1to2_1       34.06      5.20       -5.00      Undefined           -1.00      -1.00      

54         7.00       CACC2           TypeCACC        1to2_0       10.83      7.50       3.00       SpeedControl        -1.00      -1.00      
54         7.00       CACC3           TypeCACC        1to2_0       0.30       1.00       2.00       SpeedControl        5.53       5.53       
54         7.00       CACC1           TypeCACC@CACC1  1to2_1       34.56      5.00       -2.00      Undefined           -1.00      -1.00      

55         7.10       CACC2           TypeCACC        1to2_0       11.61      7.80       3.00       SpeedControl        -1.00      -1.00      
55         7.10       CACC3           TypeCACC        1to2_0       0.42       1.20       2.00       SpeedControl        6.19       5.16       
55         7.10       CACC1           TypeCACC@CACC1  1to2_1       35.06      5.00       0.00       Undefined           -1.00      -1.00      

56         7.20       CACC2           TypeCACC        1to2_0       12.42      8.10       3.00       SpeedControl        -1.00      -1.00      
56         7.20       CACC3           TypeCACC        1to2_0       0.56       1.40       2.00       SpeedControl        6.86       4.90       
56         7.20       CACC1           TypeCACC@CACC1  1to2_1       35.56      5.00       0.00       Undefined           -1.00      -1.00      

57         7.30       CACC2           TypeCACC        1to2_0       13.26      8.40       3.00       SpeedControl        -1.00      -1.00      
57         7.30       CACC3           TypeCACC        1to2_0       0.72       1.60       2.00       SpeedControl        7.54       4.71       
57         7.30       CACC1           TypeCACC@CACC1  1to2_1       36.06      5.00       0.00       Undefined           -1.00      -1.00      

58         7.40       CACC2           TypeCACC        1to2_0       14.13      8.70       3.00       SpeedControl        -1.00      -1.00      
58         7.40       CACC3           TypeCACC        1to2_0       0.90       1.80       2.00       SpeedControl        8.23       4.57       
58         7.40       CACC1           TypeCACC@CACC1  1to2_1       36.56      5.00       0.00       Undefined           -1.00      -1.00      

59         7.50       CACC2           TypeCACC        1to2_0       15.03      9.00       3.00       SpeedControl        -1.00      -1.00      
59         7.50       CACC3           TypeCACC        1to2_0       1.10       2.00       2.00       SpeedControl        8.93       4.47       
59         7.50       CACC1           TypeCACC@CACC1  1to2_1       37.06      5.00       0.00       Undefined           -1.00      -1.00      

60         7.60       CACC2           TypeCACC        1to2_0       15.96      9.30       3.00       SpeedControl        -1.00      -1.00      
60         7.60       CACC3           TypeCACC        1to2_0       1.32       2.20       2.00       SpeedControl        9.64       4.38       
60         7.60       CACC1           TypeCACC@CACC1  1to2_1       37.56      5.00       0.00       Undefined           -1.00      -1.00      

61         7.70       CACC2           TypeCACC        1to2_0       16.92      9.60       3.00       SpeedControl        -1.00      -1.00      
61         7.70       CACC3           TypeCACC        1to2_0       1.56       2.40       2.00       SpeedControl        10.36      4.32       
61         7.70       CACC1           TypeCACC@CACC1  1to2_1       38.06      5.00       0.00       Undefined           -1.00      -1.00      

62         7.80       CACC2           TypeCACC        1to2_0       17.91      9.90       3.00       SpeedControl        -1.00      -1.00      
62         7.80       CACC3           TypeCACC        1to2_0       1.82       2.60       2.00       SpeedControl        11.09      4.27       
62         7.80       CACC1           TypeCACC@CACC1  1to2_1       38.56      5.00       0.00       Undefined           -1.00      -1.00      

63         7.90       CACC3           TypeCACC        1to2_0       2.10       2.80       2.00       SpeedControl        -1.00      -1.00      
63         7.90       CACC1           TypeCACC@CACC1  1to2_1       39.06      5.00       0.00       Undefined           -1.00      -1.00      
63         7.90       CACC2           TypeCACC@CACC2  1to2_1       18.85      9.40       -5.00      SpeedControl        15.21      1.62       

64         8.00       CACC3           TypeCACC        1to2_0       2.41       3.10       3.00       SpeedControl        -1.00      -1.00      
64         8.00       CACC1           TypeCACC@CACC1  1to2_1       39.56      5.00       0.00       Undefined           -1.00      -1.00      
64         8.00       CACC2           TypeCACC@CACC2  1to2_1       19.74      8.90       -5.00      GapControl          14.82      1.67       

65         8.10       CACC3           TypeCACC        1to2_0       2.75       3.40       3.00       SpeedControl        -1.00      -1.00      
65         8.10       CACC1           TypeCACC@CACC1  1to2_1       40.06      5.00       0.00       Undefined           -1.00      -1.00      
65         8.10       CACC2           TypeCACC@CACC2  1to2_1       20.61      8.74       -1.64      SpeedControl        14.45      1.65       

66         8.20       CACC3           TypeCACC        1to2_0       3.12       3.70       3.00       SpeedControl        -1.00      -1.00      
66         8.20       CACC1           TypeCACC@CACC1  1to2_1       40.56      5.00       0.00       Undefined           -1.00      -1.00      
66         8.20       CACC2           TypeCACC@CACC2  1to2_1       21.50      8.83       0.90       SpeedControl        14.06      1.59       

67         8.30       CACC3           TypeCACC        1to2_0       3.52       4.00       3.00       SpeedControl        -1.00      -1.00      
67         8.30       CACC1           TypeCACC@CACC1  1to2_1       41.06      5.00       0.00       Undefined           -1.00      -1.00      
67         8.30       CACC2           TypeCACC@CACC2  1to2_1       22.40      9.03       2.00       SpeedControl        13.66      1.51       

68         8.40       CACC3           TypeCACC        1to2_0       3.95       4.30       3.00       SpeedControl        -1.00      -1.00      
68         8.40       CACC1           TypeCACC@CACC1  1to2_1       41.56      5.00       0.00       Undefined           -1.00      -1.00      
68         8.40       CACC2           TypeCACC@CACC2  1to2_1       23.32      9.23       2.00       SpeedControl        13.24      1.43       

69         8.50       CACC3           TypeCACC        1to2_0       4.41       4.60       3.00       SpeedControl        -1.00      -1.00      
69         8.50       CACC1           TypeCACC@CACC1  1to2_1       42.06      5.00       0.00       Undefined           -1.00      -1.00      
69         8.50       CACC2           TypeCACC@CACC2  1to2_1       24.26      9.43       2.00       SpeedControl        12.80      1.36       

70         8.60       CACC3           TypeCACC        1to2_0       4.90       4.90       3.00       SpeedControl        -1.00      -1.00      
70         8.60       CACC1           TypeCACC@CACC1  1to2_1       42.56      5.00       0.00       Undefined           -1.00      -1.00      
70         8.60       CACC2           TypeCACC@CACC2  1to2_1       25.23      9.63       2.00       SpeedControl        12.33      1.28       

71         8.70       CACC3           TypeCACC        1to2_0       5.42       5.20       3.00       SpeedControl        -1.00      -1.00      
71         8.70       CACC1           TypeCACC@CACC1  1to2_1       43.06      5.00       0.00       Undefined           -1.00      -1.00      
71         8.70       CACC2           TypeCACC@CACC2  1to2_1       26.21      9.83       2.00       SpeedControl        11.85      1.21       

72         8.80       CACC3           TypeCACC        1to2_0       5.97       5.50       3.00       SpeedControl        -1.00      -1.00      
72         8.80       CACC1           TypeCACC@CACC1  1to2_1       43.56      5.00       0.00       Undefined           -1.00      -1.00      
72         8.80       CACC2           TypeCACC@CACC2  1to2_1       27.21      10.03      2.00       SpeedControl        11.35      1.13       

73         8.90       CACC3           TypeCACC        1to2_0       6.55       5.80       3.00       SpeedControl        -1.00      -1.00      
73         8.90       CACC1           TypeCACC@CACC1  1to2_1       44.06      5.00       0.00       Undefined           -1.00      -1.00      
73         8.90       CACC2           TypeCACC@CACC2  1to2_1       28.23      10.23      2.00       SpeedControl        10.83      1.06       

74         9.00       CACC3           TypeCACC        1to2_0       7.16       6.10       3.00       SpeedControl        -1.00      -1.00      
74         9.00       CACC4           TypeCACC        1to2_0       0.00       0.00       0.00       GapControl          2.16       -1.00      
74         9.00       CACC1           TypeCACC@CACC1  1to2_1       44.56      5.00       0.00       Undefined           -1.00      -1.00      
74         9.00       CACC2           TypeCACC@CACC2  1to2_1       29.21      9.73       -5.00      EmergencyBrake      10.35      1.06       

75         9.10       CACC3           TypeCACC        1to2_0       7.80       6.40       3.00       SpeedControl        -1.00      -1.00      
75         9.10       CACC4           TypeCACC        1to2_0       0.02       0.20       2.00       GapControl          2.78       13.90      
75         9.10       CACC1           TypeCACC@CACC1  1to2_1       45.06      5.00       0.00       Undefined           -1.00      -1.00      
75         9.10       CACC2           TypeCACC@CACC2  1to2_1       30.16      9.54       -1.86      GapControl          9.90       1.04       

76         9.20       CACC3           TypeCACC        1to2_0       8.47       6.70       3.00       SpeedControl        -1.00      -1.00      
76         9.20       CACC4           TypeCACC        1to2_0       0.06       0.40       2.00       GapControl          3.41       8.53       
76         9.20       CACC1           TypeCACC@CACC1  1to2_1       45.56      5.00       0.00       Undefined           -1.00      -1.00      
76         9.20       CACC2           TypeCACC@CACC2  1to2_1       31.12      9.56       0.19       GapControl          9.44       0.99       

77         9.30       CACC3           TypeCACC        1to2_0       9.17       7.00       3.00       SpeedControl        -1.00      -1.00      
77         9.30       CACC4           TypeCACC        1to2_0       0.12       0.60       2.00       SpeedControl        4.05       6.75       
77         9.30       CACC1           TypeCACC@CACC1  1to2_1       46.06      5.00       0.00       Undefined           -1.00      -1.00      
77         9.30       CACC2           TypeCACC@CACC2  1to2_1       32.02      9.06       -5.00      EmergencyBrake      9.04       1.00       

78         9.40       CACC3           TypeCACC        1to2_0       9.90       7.30       3.00       SpeedControl        -1.00      -1.00      
78         9.40       CACC4           TypeCACC        1to2_0       0.20       0.80       2.00       SpeedControl        4.70       5.88       
78         9.40       CACC1           TypeCACC@CACC1  1to2_1       46.56      5.00       0.00       Undefined           -1.00      -1.00      
78         9.40       CACC2           TypeCACC@CACC2  1to2_1       32.90      8.79       -2.66      GapControl          8.66       0.98       

79         9.50       CACC3           TypeCACC        1to2_0       10.66      7.60       3.00       SpeedControl        -1.00      -1.00      
79         9.50       CACC4           TypeCACC        1to2_0       0.30       1.00       2.00       SpeedControl        5.36       5.36       
79         9.50       CACC1           TypeCACC@CACC1  1to2_1       47.06      5.00       0.00       Undefined           -1.00      -1.00      
79         9.50       CACC2           TypeCACC@CACC2  1to2_1       33.77      8.69       -1.07      GapControl          8.29       0.95       

80         9.60       CACC3           TypeCACC        1to2_0       11.45      7.90       3.00       SpeedControl        -1.00      -1.00      
80         9.60       CACC4           TypeCACC        1to2_0       0.42       1.20       2.00       SpeedControl        6.03       5.03       
80         9.60       CACC1           TypeCACC@CACC1  1to2_1       47.56      5.00       0.00       Undefined           -1.00      -1.00      
80         9.60       CACC2           TypeCACC@CACC2  1to2_1       34.64      8.67       -0.18      GapControl          7.92       0.91       

81         9.70       CACC3           TypeCACC        1to2_0       12.27      8.20       3.00       SpeedControl        -1.00      -1.00      
81         9.70       CACC4           TypeCACC        1to2_0       0.56       1.40       2.00       SpeedControl        6.71       4.79       
81         9.70       CACC1           TypeCACC@CACC1  1to2_1       48.06      5.00       0.00       Undefined           -1.00      -1.00      
81         9.70       CACC2           TypeCACC@CACC2  1to2_1       35.51      8.68       0.14       GapControl          7.55       0.87       

82         9.80       CACC3           TypeCACC        1to2_0       13.12      8.50       3.00       SpeedControl        -1.00      -1.00      
82         9.80       CACC4           TypeCACC        1to2_0       0.72       1.60       2.00       SpeedControl        7.40       4.63       
82         9.80       CACC1           TypeCACC@CACC1  1to2_1       48.56      5.00       0.00       Undefined           -1.00      -1.00      
82         9.80       CACC2           TypeCACC@CACC2  1to2_1       36.32      8.18       -5.00      EmergencyBrake      7.24       0.88       

83         9.90       CACC3           TypeCACC        1to2_0       14.00      8.80       3.00       SpeedControl        -1.00      -1.00      
83         9.90       CACC4           TypeCACC        1to2_0       0.90       1.80       2.00       SpeedControl        8.10       4.50       
83         9.90       CACC1           TypeCACC@CACC1  1to2_1       49.06      5.00       0.00       Undefined           -1.00      -1.00      
83         9.90       CACC2           TypeCACC@CACC2  1to2_1       37.11      7.88       -3.00      GapControl          6.95       0.88       

84         10.00      CACC3           TypeCACC        1to2_0       14.91      9.10       3.00       SpeedControl        -1.00      -1.00      
84         10.00      CACC4           TypeCACC        1to2_0       1.10       2.00       2.00       SpeedControl        8.81       4.41       
84         10.00      CACC1           TypeCACC@CACC1  1to2_1       49.56      5.00       0.00       Undefined           -1.00      -1.00      
84         10.00      CACC2           TypeCACC@CACC2  1to2_1       37.88      7.65       -2.34      GapControl          6.68       0.87       

85         10.10      CACC3           TypeCACC        1to2_0       15.85      9.40       3.00       SpeedControl        -1.00      -1.00      
85         10.10      CACC4           TypeCACC        1to2_0       1.32       2.20       2.00       SpeedControl        9.53       4.33       
85         10.10      CACC1           TypeCACC@CACC1  1to2_1       50.06      5.00       0.00       Undefined           -1.00      -1.00      
85         10.10      CACC2           TypeCACC@CACC2  1to2_1       38.62      7.46       -1.92      GapControl          6.44       0.86       

86         10.20      CACC3           TypeCACC        1to2_0       16.82      9.70       3.00       SpeedControl        -1.00      -1.00      
86         10.20      CACC4           TypeCACC        1to2_0       1.56       2.40       2.00       SpeedControl        10.26      4.28       
86         10.20      CACC1           TypeCACC@CACC1  1to2_1       50.56      5.00       0.00       Undefined           -1.00      -1.00      
86         10.20      CACC2           TypeCACC@CACC2  1to2_1       39.35      7.29       -1.71      GapControl          6.21       0.85       

87         10.30      CACC3           TypeCACC        1to2_0       17.82      10.00      3.00       SpeedControl        -1.00      -1.00      
87         10.30      CACC4           TypeCACC        1to2_0       1.82       2.60       2.00       SpeedControl        11.00      4.23       
87         10.30      CACC1           TypeCACC@CACC1  1to2_1       51.06      5.00       0.00       Undefined           -1.00      -1.00      
87         10.30      CACC2           TypeCACC@CACC2  1to2_1       40.06      7.12       -1.64      GapControl          6.00       0.84       

88         10.40      CACC3           TypeCACC        1to2_0       18.85      10.30      3.00       SpeedControl        -1.00      -1.00      
88         10.40      CACC4           TypeCACC        1to2_0       2.10       2.80       2.00       SpeedControl        11.75      4.20       
88         10.40      CACC1           TypeCACC@CACC1  1to2_1       51.56      5.00       0.00       Undefined           -1.00      -1.00      
88         10.40      CACC2           TypeCACC@CACC2  1to2_1       40.76      6.95       -1.67      GapControl          5.80       0.83       

89         10.50      CACC4           TypeCACC        1to2_0       2.40       3.00       2.00       SpeedControl        -1.00      -1.00      
89         10.50      CACC1           TypeCACC@CACC1  1to2_1       52.06      5.00       0.00       Undefined           -1.00      -1.00      
89         10.50      CACC2           TypeCACC@CACC2  1to2_1       41.44      6.78       -1.76      GapControl          5.62       0.83       
89         10.50      CACC3           TypeCACC@CACC3  1to2_1       19.83      9.80       -5.00      SpeedControl        16.61      1.69       

90         10.60      CACC4           TypeCACC        1to2_0       2.73       3.30       3.00       SpeedControl        -1.00      -1.00      
90         10.60      CACC1           TypeCACC@CACC1  1to2_1       52.56      5.00       0.00       Undefined           -1.00      -1.00      
90         10.60      CACC2           TypeCACC@CACC2  1to2_1       42.10      6.59       -1.87      GapControl          5.46       0.83       
90         10.60      CACC3           TypeCACC@CACC3  1to2_1       20.76      9.30       -5.00      GapControl          16.34      1.76       

91         10.70      CACC4           TypeCACC        1to2_0       3.09       3.60       3.00       SpeedControl        -1.00      -1.00      
91         10.70      CACC1           TypeCACC@CACC1  1to2_1       53.06      5.00       0.00       Undefined           -1.00      -1.00      
91         10.70      CACC2           TypeCACC@CACC2  1to2_1       42.73      6.40       -1.96      GapControl          5.33       0.83       
91         10.70      CACC3           TypeCACC@CACC3  1to2_1       21.64      8.80       -5.00      GapControl          16.09      1.83       

92         10.80      CACC4           TypeCACC        1to2_0       3.48       3.90       3.00       SpeedControl        -1.00      -1.00      
92         10.80      CACC1           TypeCACC@CACC1  1to2_1       53.56      5.00       0.00       Undefined           -1.00      -1.00      
92         10.80      CACC2           TypeCACC@CACC2  1to2_1       43.35      6.19       -2.01      GapControl          5.21       0.84       
92         10.80      CACC3           TypeCACC@CACC3  1to2_1       22.47      8.30       -5.00      GapControl          15.88      1.91       

93         10.90      CACC4           TypeCACC        1to2_0       3.90       4.20       3.00       SpeedControl        -1.00      -1.00      
93         10.90      CACC1           TypeCACC@CACC1  1to2_1       54.06      5.00       0.00       Undefined           -1.00      -1.00      
93         10.90      CACC2           TypeCACC@CACC2  1to2_1       43.95      5.99       -2.01      GapControl          5.11       0.85       
93         10.90      CACC3           TypeCACC@CACC3  1to2_1       23.25      7.80       -5.00      GapControl          15.70      2.01       

94         11.00      CACC4           TypeCACC        1to2_0       4.35       4.50       3.00       SpeedControl        -1.00      -1.00      
94         11.00      CACC1           TypeCACC@CACC1  1to2_1       54.56      5.00       0.00       Undefined           -1.00      -1.00      
94         11.00      CACC2           TypeCACC@CACC2  1to2_1       44.53      5.80       -1.95      GapControl          5.03       0.87       
94         11.00      CACC3           TypeCACC@CACC3  1to2_1       23.98      7.30       -5.00      GapControl          15.55      2.13       

95         11.10      CACC4           TypeCACC        1to2_0       4.83       4.80       3.00       SpeedControl        -1.00      -1.00      
95         11.10      CACC1           TypeCACC@CACC1  1to2_1       55.06      5.00       0.00       Undefined           -1.00      -1.00      
95         11.10      CACC2           TypeCACC@CACC2  1to2_1       45.10      5.62       -1.82      GapControl          4.96       0.88       
95         11.10      CACC3           TypeCACC@CACC3  1to2_1       24.66      6.80       -5.00      GapControl          15.44      2.27       

96         11.20      CACC4           TypeCACC        1to2_0       5.34       5.10       3.00       SpeedControl        -1.00      -1.00      
96         11.20      CACC1           TypeCACC@CACC1  1to2_1       55.56      5.00       0.00       Undefined           -1.00      -1.00      
96         11.20      CACC2           TypeCACC@CACC2  1to2_1       45.64      5.45       -1.65      GapControl          4.92       0.90       
96         11.20      CACC3           TypeCACC@CACC3  1to2_1       25.29      6.30       -5.00      GapControl          15.35      2.44       

97         11.30      CACC4           TypeCACC        1to2_0       5.88       5.40       3.00       SpeedControl        -1.00      -1.00      
97         11.30      CACC1           TypeCACC@CACC1  1to2_1       56.06      5.00       0.00       Undefined           -1.00      -1.00      
97         11.30      CACC2           TypeCACC@CACC2  1to2_1       46.17      5.31       -1.43      GapControl          4.89       0.92       
97         11.30      CACC3           TypeCACC@CACC3  1to2_1       25.87      5.80       -5.00      GapControl          15.30      2.64       

98         11.40      CACC4           TypeCACC        1to2_0       6.45       5.70       3.00       SpeedControl        -1.00      -1.00      
98         11.40      CACC1           TypeCACC@CACC1  1to2_1       56.56      5.00       0.00       Undefined           -1.00      -1.00      
98         11.40      CACC2           TypeCACC@CACC2  1to2_1       46.69      5.19       -1.18      GapControl          4.87       0.94       
98         11.40      CACC3           TypeCACC@CACC3  1to2_1       26.40      5.30       -5.00      GapControl          15.29      2.88       

99         11.50      CACC4           TypeCACC        1to2_0       7.05       6.00       3.00       SpeedControl        -1.00      -1.00      
99         11.50      CACC5           TypeCACC        1to2_0       0.00       0.00       0.00       GapControl          2.05       -1.00      
99         11.50      CACC1           TypeCACC@CACC1  1to2_1       57.06      5.00       0.00       Undefined           -1.00      -1.00      
99         11.50      CACC2           TypeCACC@CACC2  1to2_1       47.20      5.10       -0.92      GapControl          4.86       0.95       
